12,1201,20150101,53,4.0,2.0,0
20,2014,20150101,17,3.0,0.5,0
15,1505,20150101,17,2.4,2.4,0
15,1503,20150101,17,6.5,8.3,0
15,1505,20150101,17,11.9,11.9,0
30,3018,20150101,38,8.9,8.9,0
12,1201,20150101,44,8.07,5.6,0
20,2001,20150101,17,2.5,3.0,0
13,1308,20150101,53,2.0,1.0,0
22,2203,20150101,17,4.0,4.0,0
22,2201,20150101,48,6.5,6.7,0
12,1201,20150101,44,1.55,1.6,0
12,1201,20150101,44,2.3,9.6,0
15,1521,20150101,44,5.9,6.78,0
13,1301,20150101,49,6.8,20.0,0
20,2011,20150101,5,5.5,5.5,0
10,1004,20150101,55,10.11,19.6,0
31,3119,20150101,1,3.0,3.0,0
34,3412,20150101,11,79.0,90.0,1
22,2201,20150101,40,2.7,19.8,1
22,2206,20150101,44,11.4,59.0,0
20,2013,20150101,5,7.5,7.9,0
15,1518,20150101,17,33.9,2.7,1
20,2011,20150101,5,6.9,7.9,0
30,3008,20150101,5,9.5,9.5,0
12,1201,20150101,44,3.8,2.58,0
12,1201,20150101,44,1.5,1.8,0
20,2007,20150101,49,8.28,89.8,1
12,1203,20150101,40,7.64,3.18,0
12,1201,20150101,44,1.43,2.56,0
30,3008,20150101,5,37.9,37.9,0
14,1403,20150101,44,6.14,16.0,0
12,1201,20150101,44,3.51,3.96,0
30,3010,20150101,17,1.8,1.5,0
20,2002,20150101,19,10.9,14.7,1
13,1308,20150101,53,2.0,1.0,0
30,3018,20150101,38,4.5,4.7,0
20,2006,20150101,17,26.5,33.9,0
20,2006,20150101,26,4.9,4.58,0
31,3117,20150101,17,10.0,9.9,0
13,1302,20150101,49,23.2,80.0,0
31,3119,20150101,53,15.0,15.0,0
30,3018,20150101,38,7.5,8.7,1
30,3018,20150101,38,9.9,9.9,0
22,2209,20150101,48,8.5,8.5,0
20,2011,20150101,17,1.1,1.1,0
22,2209,20150101,8,28.3,39.8,1
10,1001,20150101,44,7.05,35.0,0
10,1001,20150101,44,9.2,29.8,0
30,3007,20150101,9,3.9,4.7,1
30,3008,20150101,5,46.9,46.9,0
15,1518,20150101,17,43.2,2.7,0
21,2105,20150101,17,18.9,22.7,0
33,3319,20150101,54,2.0,2.3,0
12,1201,20150101,44,3.29,2.58,0
22,2201,20150101,17,4.5,4.5,0
12,1201,20150101,48,3.6,5.8,0
12,1203,20150101,40,4.55,15.96,0
20,2006,20150101,17,18.9,21.9,0
20,2007,20150101,49,5.78,19.8,0
12,1201,20150101,44,2.49,2.56,0
12,1203,20150101,40,7.7,11.98,0
12,1203,20150101,40,4.25,15.9,0
20,2007,20150101,49,7.23,37.8,1
12,1201,20150101,44,1.87,1.8,0
15,1505,20150101,48,7.9,12.8,1
22,2207,20150101,17,3.9,4.0,0
12,1201,20150101,44,4.76,6.56,0
15,1505,20150101,17,11.9,11.9,0
13,1308,20150101,44,2.1,6.0,0
30,3016,20150101,42,3.0,3.0,0
30,3011,20150101,54,10.5,10.9,0
12,1202,20150101,44,1.7,2.96,0
12,1201,20150101,44,1.42,3.98,0
12,1203,20150101,40,2.6,5.96,0
20,2009,20150101,17,2.8,2.8,0
20,2001,20150101,17,0.5,0.5,0
12,1202,20150101,9,1.5,1.5,0
15,1515,20150101,44,14.0,32.6,1
22,2205,20150101,49,2.8,11.8,0
12,1201,20150101,44,3.24,7.96,0
12,1201,20150101,44,0.9,5.56,0
22,2204,20150101,40,31.36,33.8,0
11,1101,20150101,49,3.49,30.0,0
12,1203,20150101,40,16.9,2.0,0
12,1203,20150101,40,2.84,7.98,0
12,1203,20150101,40,4.44,15.9,0
13,1302,20150101,49,8.5,40.0,0
12,1201,20150101,44,3.5,3.96,0
33,3321,20150101,47,3.0,3.3,0
12,1203,20150101,40,2.85,10.0,0
12,1201,20150101,44,1.7,2.56,0
15,1518,20150101,17,8.4,2.8,0
12,1201,20150101,44,0.83,3.56,0
20,2001,20150101,17,0.5,0.5,0
12,1205,20150101,49,0.4,2.0,0
12,1201,20150101,44,5.06,1.98,0
20,2001,20150101,17,2.5,3.0,0
20,2013,20150101,5,6.5,6.7,0
15,1505,20150101,48,5.9,8.9,1
21,2105,20150101,17,26.8,27.7,0
30,3006,20150101,9,4.5,4.9,0
30,3016,20150101,42,6.9,9.7,1
12,1201,20150101,44,9.9,9.96,0
15,1518,20150101,42,49.0,65.0,1
31,3118,20150101,46,70.0,70.0,0
22,2207,20150101,17,9.9,10.9,0
12,1201,20150101,44,1.3,2.78,0
30,3018,20150101,38,8.9,8.9,0
30,3018,20150101,38,9.5,11.9,0
12,1201,20150101,44,1.43,9.6,0
20,2002,20150101,19,13.9,17.3,0
30,3016,20150101,42,18.9,24.9,1
22,2201,20150101,48,5.8,6.9,0
12,1203,20150101,40,21.6,4.98,0
22,2202,20150101,48,9.9,9.7,0
30,3006,20150101,37,24.9,24.9,0
12,1201,20150101,44,4.55,7.8,0
20,2013,20150101,17,3.9,3.7,0
22,2208,20150101,5,10.5,10.9,0
30,3013,20150101,54,10.9,10.9,0
23,2307,20150101,28,4.0,5.5,1
12,1203,20150101,40,3.63,5.96,0
12,1201,20150101,44,1.58,2.58,0
15,1505,20150101,17,9.9,9.9,0
15,1518,20150101,30,62.0,62.0,0
30,3018,20150101,38,4.5,4.5,0
21,2101,20150101,17,36.5,36.5,0
32,3227,20150101,47,18.0,4.5,0
12,1203,20150101,40,5.84,17.8,0
12,1203,20150101,40,10.51,17.8,0
20,2005,20150101,46,3.9,5.9,1
23,2307,20150101,12,4.5,4.9,0
22,2206,20150101,17,10.9,12.5,0
12,1203,20150101,40,10.8,17.6,0
15,1521,20150101,44,43.8,19.8,0
30,3018,20150101,38,3.9,3.9,0
22,2204,20150101,17,5.2,5.5,0
12,1201,20150101,44,1.11,1.8,0
20,2011,20150101,17,1.4,1.3,0
12,1201,20150101,44,2.77,18.0,0
22,2206,20150101,38,2.7,2.7,0
12,1203,20150101,40,7.9,15.96,0
21,2105,20150101,17,29.9,30.7,0
22,2201,20150101,17,5.5,5.7,0
22,2201,20150101,17,5.5,5.7,0
12,1201,20150101,44,1.37,5.98,0
22,2203,20150101,17,3.9,3.9,0
20,2008,20150101,48,4.9,4.9,0
20,2007,20150101,49,6.05,37.8,1
30,3016,20150101,38,1.5,1.7,0
22,2205,20150101,40,4.06,13.8,1
22,2201,20150101,17,8.3,8.7,0
15,1505,20150101,48,11.8,11.8,0
22,2206,20150101,17,10.9,10.9,0
12,1201,20150101,44,4.6,9.0,0
15,1505,20150101,48,11.8,11.8,0
22,2201,20150101,48,6.9,6.9,0
30,3018,20150101,38,7.9,7.9,0
20,2011,20150101,5,9.9,12.9,1
12,1201,20150101,44,1.6,4.0,0
20,2013,20150101,23,3.5,3.9,0
12,1201,20150101,44,0.51,2.56,0
12,1201,20150101,44,2.19,3.96,0
12,1201,20150101,53,2.0,2.0,0
12,1201,20150101,44,6.1,1.98,0
12,1201,20150101,44,2.46,2.58,0
32,3227,20150101,47,12.9,13.0,0
12,1203,20150101,40,3.8,9.96,0
15,1521,20150101,44,7.02,6.78,0
22,2209,20150101,17,5.3,5.3,0
30,3018,20150101,38,7.9,9.9,1
12,1201,20150101,44,2.52,2.58,0
20,2007,20150101,17,5.5,5.7,0
22,2201,20150101,48,6.9,6.9,0
12,1203,20150101,40,5.3,3.18,0
30,3016,20150101,42,18.9,24.9,1
13,1308,20150101,53,2.0,0.5,0
13,1308,20150101,53,2.0,0.5,0
23,2306,20150101,5,3.3,4.0,0
12,1201,20150101,44,5.1,3.16,0
12,1203,20150101,40,15.1,4.98,0
20,2009,20150101,17,9.5,9.5,0
15,1521,20150101,44,8.04,6.78,0
23,2307,20150101,48,8.0,2.2,0
20,2008,20150101,17,2.5,2.7,0
20,2007,20150101,49,17.7,89.8,1
21,2101,20150101,17,19.5,19.9,0
21,2101,20150101,17,32.0,32.0,0
13,1301,20150101,49,5.0,20.0,0
12,1201,20150101,44,1.2,6.56,0
20,2007,20150101,49,6.09,37.8,1
12,1201,20150101,44,4.94,5.8,0
15,1521,20150101,44,21.43,19.8,0
12,1203,20150101,40,5.2,15.98,0
20,2013,20150101,17,1.9,2.0,0
12,1201,20150101,44,1.6,2.56,0
12,1201,20150101,44,0.65,2.56,0
20,2007,20150101,49,3.6,6.8,0
20,2008,20150101,17,3.9,3.9,0
15,1521,20150101,44,9.73,6.78,0
20,2014,20150101,17,2.5,2.7,0
12,1203,20150101,40,1.66,10.0,0
22,2208,20150101,5,10.4,10.4,0
22,2205,20150101,17,4.5,5.9,1
15,1518,20150101,17,8.4,2.8,0
23,2304,20150101,5,1.9,2.5,1
12,1201,20150101,44,1.49,9.0,0
23,2302,20150101,48,4.0,4.0,0
12,1203,20150101,40,7.5,15.96,0
22,2204,20150101,36,8.7,35.8,1
12,1201,20150101,44,2.24,3.96,0
12,1203,20150101,40,7.28,15.9,0
11,1103,20150101,44,44.36,30.0,0
12,1201,20150101,44,2.94,1.96,0
15,1521,20150101,44,15.73,8.5,0
22,2201,20150101,17,4.7,4.9,0
22,2201,20150101,17,5.5,5.7,0
30,3018,20150101,38,7.5,8.7,1
22,2201,20150101,48,5.9,6.0,0
22,2201,20150101,40,2.27,19.8,1
12,1201,20150101,44,4.58,2.58,0
12,1201,20150101,44,5.5,2.58,0
33,3321,20150101,47,4.5,4.7,0
12,1201,20150101,44,1.57,1.96,0
12,1201,20150101,49,8.45,56.0,0
30,3016,20150101,42,11.5,15.9,1
30,3016,20150101,42,6.9,9.7,1
30,3006,20150101,17,18.9,19.9,0
30,3016,20150101,11,4.5,5.9,1
23,2316,20150101,38,15.0,15.0,0
12,1201,20150101,44,5.0,9.96,0
12,1202,20150101,44,0.81,7.76,0
15,1505,20150101,48,17.7,8.9,1
10,1001,20150101,44,7.29,29.8,0
12,1203,20150101,40,10.07,17.6,0
12,1201,20150101,44,1.27,5.8,0
20,2011,20150101,5,9.9,12.9,1
12,1201,20150101,44,0.9,2.56,0
12,1203,20150101,40,8.36,2.0,0
30,3016,20150101,45,6.9,6.9,0
30,3018,20150101,38,7.5,8.7,1
20,2008,20150101,17,2.0,2.0,0
13,1308,20150101,44,1.8,6.0,0
21,2105,20150101,17,21.9,23.3,0
12,1203,20150101,40,26.1,17.8,0
22,2201,20150101,17,1.3,1.5,0
30,3007,20150101,9,3.9,4.7,1
12,1203,20150101,40,7.33,3.18,0
12,1201,20150101,44,2.66,2.58,0
12,1201,20150101,44,1.3,2.78,0
30,3018,20150101,38,7.5,8.7,1
12,1203,20150101,40,6.0,11.98,0
12,1201,20150101,55,3.84,6.0,0
15,1508,20150101,17,6.5,6.7,0
15,1515,20150101,44,10.26,32.6,1
20,2006,20150101,44,9.9,9.9,0
30,3018,20150101,38,6.5,7.7,1
20,2006,20150101,17,39.9,39.9,0
15,1521,20150101,44,15.31,19.0,0
22,2208,20150101,5,9.9,9.9,0
12,1201,20150101,44,0.82,1.8,0
15,1501,20150101,9,4.9,5.7,1
12,1201,20150101,44,3.2,2.56,0
20,2014,20150101,17,7.0,1.7,1
21,2101,20150101,17,19.5,19.9,0
15,1521,20150101,44,22.88,6.78,0
20,2008,20150101,17,2.0,2.9,0
12,1201,20150101,44,3.37,1.96,0
12,1201,20150101,44,1.0,12.0,0
