1.658985,4.2851360000000005
-3.4536870000000004,3.424321
4.838138,-1.1515389999999999
-5.379713,-3.362104
0.972564,2.924086
-3.5679190000000003,1.531611
0.450614,-3.302219
-3.487105,-1.724432
2.668759,1.594842
-3.156485,3.191137
3.165506,-3.9998379999999996
-2.786837,-3.099354
4.208187000000001,2.984927
-2.123337,2.943366
0.704199,-0.47948100000000005
-0.39237,-3.963704
2.831667,1.5740180000000001
-0.790153,3.343144
2.943496,-3.357075
-3.1958830000000003,-2.2839259999999997
2.336445,2.875106
-1.786345,2.554248
2.190101,-1.90602
-3.403367,-2.7782880000000003
1.7781240000000003,3.880832
-1.688346,2.230267
2.5929759999999997,-2.054368
-4.007257,-3.207066
2.257734,3.387564
-2.679011,0.785119
0.9395120000000001,-4.023562999999999
-3.6744239999999997,-2.261084
2.046259,2.7352790000000002
-3.18947,1.7802689999999999
4.372646,-0.822248
-2.579316,-3.497576
1.889034,5.1904
-0.798747,2.185588
2.83652,-2.658556
-3.8378769999999998,-3.2538150000000003
2.096701,3.8860069999999998
-2.709034,2.9238869999999997
3.3670370000000003,-3.184789
-2.121479,-4.232586
2.329546,3.179764
-3.284816,3.273099
3.091414,-3.815232
-3.762093,-2.432191
3.5420559999999996,2.778832
-1.736822,4.241041
2.1270729999999998,-2.98368
-4.323818,-3.9381160000000004
3.792121,5.135768
-4.786473,3.358547
2.6240810000000003,-3.2607150000000003
-4.0092989999999995,-2.9781150000000003
2.493525,1.9637099999999998
-2.513661,2.642162
1.864375,-3.176309
-3.1711840000000002,-3.5724519999999997
2.8942200000000002,2.489128
-2.562539,2.8844380000000003
3.491078,-3.947487
-2.565729,-2.012114
3.3329480000000005,3.9831019999999997
-1.6168049999999998,3.5731879999999996
2.280615,-2.559444
-2.6512290000000003,-3.103198
2.321395,3.1549869999999998
-1.685703,2.9396970000000002
3.031012,-3.620252
-4.599622,-2.185829
4.196223000000001,1.1266770000000002
-2.1338630000000003,3.093686
4.668892,-2.562705
-2.793241,-2.149706
2.884105,3.043438
-2.967647,2.848696
4.479332,-1.764772
-4.905566,-2.91107
